Year,CropCode,CropName,CountyCode,County,HarvestAcres,Yield,Production,PricePerUnit,Unit
2014,194699,PASTURE RANGE,73,San Diego,209000,,,,
2014,194699,PASTURE RANGE,77,San Joaquin,120000,,,,
2014,194699,PASTURE RANGE,79,San Luis Obispo,1015000,,,,
2014,194699,PASTURE RANGE,81,San Mateo,21900,,,,
2014,194699,PASTURE RANGE,83,Santa Barbara,585000,,,,
2014,194699,PASTURE RANGE,85,Santa Clara,224000,,,,
2014,194699,PASTURE RANGE,89,Shasta,425000,,,,
2014,194699,PASTURE RANGE,91,Sierra,16000,,,,
2014,194699,PASTURE RANGE,93,Siskiyou,417000,,,,
2014,194699,PASTURE RANGE,95,Solano,183000,,,,
2014,194699,PASTURE RANGE,97,Sonoma,325000,,,,
2014,194699,PASTURE RANGE,99,Stanislaus,422000,,,,
2014,194699,PASTURE RANGE,101,Sutter,63900,,,,
2014,194699,PASTURE RANGE,103,Tehama,923000,,,,
2014,194699,PASTURE RANGE,107,Tulare,678000,,,,
2014,194699,PASTURE RANGE,109,Tuolumne,200000,,,,
2014,194699,PASTURE RANGE,111,Ventura,97100,,,,
2014,194699,PASTURE RANGE,113,Yolo,15500,,,,
2014,194699,PASTURE RANGE,115,Yuba,187000,,,,
2014,194699,PASTURE RANGE,991,Sum of Others,18000,,,,
2014,194699,PASTURE RANGE,999,State Total,19343000,,,,
2014,212399,PEACHES CLINGSTONE,7,Butte,1610,20.87,33600,370.54,Tons
2014,212399,PEACHES CLINGSTONE,19,Fresno,1360,16.18,22000,382,Tons
2014,212399,PEACHES CLINGSTONE,31,Kings,808,17.7,14300,392.38,Tons
2014,212399,PEACHES CLINGSTONE,39,Madera,220,14.18,3120,388.46,Tons
2014,212399,PEACHES CLINGSTONE,47,Merced,2140,16.36,35000,450.4,Tons
2014,212399,PEACHES CLINGSTONE,77,San Joaquin,1070,17.29,18500,345.03,Tons
2014,212399,PEACHES CLINGSTONE,99,Stanislaus,6030,20.73,125000,384,Tons
2014,212399,PEACHES CLINGSTONE,101,Sutter,8430,21.83,184000,377.17,Tons
2014,212399,PEACHES CLINGSTONE,107,Tulare,1200,12.67,15200,380,Tons
2014,212399,PEACHES CLINGSTONE,115,Yuba,3140,17.8,55900,382.31,Tons
2014,212399,PEACHES CLINGSTONE,991,Sum of Others,459,10.24,4700,1273.62,Tons
2014,212399,PEACHES CLINGSTONE,999,State Total,26467,19.32,511320,391.84,
2014,212199,PEACHES FREESTONE,19,Fresno,13400,9.78,131000,1410,Tons
2014,212199,PEACHES FREESTONE,31,Kings,1950,10.15,19800,1282.73,Tons
2014,212199,PEACHES FREESTONE,39,Madera,470,17.98,8450,513.73,Tons
2014,212199,PEACHES FREESTONE,47,Merced,1670,19.94,33300,395.92,Tons
2014,212199,PEACHES FREESTONE,77,San Joaquin,619,22.13,13700,420,Tons
2014,212199,PEACHES FREESTONE,99,Stanislaus,670,15.82,10600,1000,Tons
2014,212199,PEACHES FREESTONE,107,Tulare,11300,10.27,116000,1471.36,Tons
2014,212199,PEACHES FREESTONE,991,Sum of Others,621,14.28,8870,451.07,Tons
2014,212199,PEACHES FREESTONE,999,State Total,30700,11.13,341720,1225.17,
2014,212999,PEACHES UNSPECIFIED,13,Contra Costa,101,4.1,414,4207.73,Tons
2014,212999,PEACHES UNSPECIFIED,17,El Dorado,108,3,324,5000,Tons
2014,212999,PEACHES UNSPECIFIED,61,Placer,96,2.73,262,2156.49,Tons
2014,212999,PEACHES UNSPECIFIED,65,Riverside,118,7.63,900,1877.78,Tons
2014,212999,PEACHES UNSPECIFIED,991,Sum of Others,837,11.53,9650,1823.06,Tons
2014,212999,PEACHES UNSPECIFIED,999,State Total,1260,9.17,11550,2009.48,
2014,153999,PEANUTS ALL,991,Sum of Others,129,1.93,249,2566.27,Tons
2014,153999,PEANUTS ALL,999,State Total,129,1.93,249,2566.27,
2014,214899,PEARS ASIAN,17,El Dorado,40,2.95,118,3322.03,Tons
2014,214899,PEARS ASIAN,19,Fresno,1160,2.34,2720,1102.94,Tons
2014,214899,PEARS ASIAN,991,Sum of Others,33,4.33,143,1184.62,Tons
2014,214899,PEARS ASIAN,999,State Total,1233,2.42,2981,1194.7,
2014,214199,PEARS BARTLETT,17,El Dorado,65,3.11,202,2500,Tons
2014,214199,PEARS BARTLETT,33,Lake,1960,15.66,30700,637.62,Tons
2014,214199,PEARS BARTLETT,45,Mendocino,1160,16.9,19600,510.41,Tons
2014,214199,PEARS BARTLETT,67,Sacramento,5180,20.08,104000,480.71,Tons
2014,214199,PEARS BARTLETT,999,State Total,8365,18.47,154502,518.3,
2014,214999,PEARS UNSPECIFIED,33,Lake,110,11.64,1280,907.03,Tons
2014,214999,PEARS UNSPECIFIED,45,Mendocino,152,8.68,1320,1206.82,Tons
2014,214999,PEARS UNSPECIFIED,61,Placer,16,1.06,17,2235.29,Tons
2014,214999,PEARS UNSPECIFIED,77,San Joaquin,185,20,3700,355.95,Tons
2014,214999,PEARS UNSPECIFIED,107,Tulare,148,10.27,1520,2600,Tons
2014,214999,PEARS UNSPECIFIED,991,Sum of Others,108,10.57,1142,596.41,Tons
2014,214999,PEARS UNSPECIFIED,999,State Total,719,12.49,8979,973.62,
2014,394999,PEAS EDIBLE POD (SNOW),79,San Luis Obispo,333,1.54,514,2416.34,Tons
2014,394999,PEAS EDIBLE POD (SNOW),991,Sum of Others,100,0.99,99,2215.15,Tons
2014,394999,PEAS EDIBLE POD (SNOW),999,State Total,433,1.42,613,2383.85,
2014,361999,PEAS GREEN UNSPECIFIED,53,Monterey,1490,,,,Tons
2014,361999,PEAS GREEN UNSPECIFIED,81,San Mateo,168,1.64,276,2010.87,Tons
2014,361999,PEAS GREEN UNSPECIFIED,991,Sum of Others,154,3.66,564,1520.27,Tons
2014,361999,PEAS GREEN UNSPECIFIED,999,State Total,1812,2.61,840,1681.47,
2014,264999,PECANS,107,Tulare,1060,0.4,424,3910.38,Tons
2014,264999,PECANS,991,Sum of Others,1682,0.85,1433,4267.97,Tons
2014,264999,PECANS,999,State Total,2742,0.68,1857,4186.32,
2014,363999,PEPPERS BELL,19,Fresno,830,19.04,15800,612.03,Tons
2014,363999,PEPPERS BELL,29,Kern,2200,21.68,47700,1624.59,Tons
2014,363999,PEPPERS BELL,53,Monterey,1140,20.44,23300,359.01,Tons
2014,363999,PEPPERS BELL,65,Riverside,4600,17.39,80000,866.84,Tons
2014,363999,PEPPERS BELL,69,San Benito,1920,22.4,43000,700.74,Tons
2014,363999,PEPPERS BELL,73,San Diego,205,19.71,4040,877.72,Tons
2014,363999,PEPPERS BELL,77,San Joaquin,683,18.59,12700,677.01,Tons
2014,363999,PEPPERS BELL,79,San Luis Obispo,877,12.09,10600,678.11,Tons
2014,363999,PEPPERS BELL,83,Santa Barbara,463,13.56,6280,681.53,Tons
2014,363999,PEPPERS BELL,85,Santa Clara,1480,30.27,44800,343.86,Tons
2014,363999,PEPPERS BELL,111,Ventura,4350,39.77,173000,388.83,Tons
2014,363999,PEPPERS BELL,991,Sum of Others,242,42.27,10230,722.92,Tons
2014,363999,PEPPERS BELL,999,State Total,18990,24.83,471450,654.76,
2014,364999,PEPPERS CHILI HOT,85,Santa Clara,443,26.41,11700,477.01,Tons
2014,364999,PEPPERS CHILI HOT,991,Sum of Others,1899,19.59,37204,1199.98,Tons
2014,364999,PEPPERS CHILI HOT,999,State Total,2342,20.88,48904,1027.01,
2014,218299,PERSIMMONS,19,Fresno,396,4.67,1850,1041.08,Tons
2014,218299,PERSIMMONS,73,San Diego,299,1.5,449,2269.49,Tons
2014,218299,PERSIMMONS,101,Sutter,145,8.48,1230,407.32,Tons
2014,218299,PERSIMMONS,107,Tulare,810,7.02,5690,682.07,Tons
2014,218299,PERSIMMONS,991,Sum of Others,263,4.16,1095,485.14,Tons
2014,218299,PERSIMMONS,999,State Total,1913,5.39,10314,761.9,
2014,633999,PHEASANTS,991,Sum of Others,,,,,
2014,633999,PHEASANTS,999,State Total,,,,,
2014,634999,PIGEONS & SQUABS,99,Stanislaus,,,,,
2014,634999,PIGEONS & SQUABS,991,Sum of Others,,,,,
2014,634999,PIGEONS & SQUABS,999,State Total,,,,,
2014,268079,PISTACHIOS,7,Butte,713,1.2,856,5690.42,Tons
2014,268079,PISTACHIOS,19,Fresno,50400,1.06,53400,7084.01,Tons
2014,268079,PISTACHIOS,21,Glenn,1730,1.25,2160,5997.22,Tons
2014,268079,PISTACHIOS,29,Kern,103000,0.78,79900,5019.39,Tons
2014,268079,PISTACHIOS,31,Kings,19200,1.23,23600,5770,Tons
2014,268079,PISTACHIOS,39,Madera,31000,1.58,49000,5953.57,Tons
2014,268079,PISTACHIOS,47,Merced,5110,1.06,5400,7877.04,Tons
2014,268079,PISTACHIOS,71,San Bernardino,183,0.73,134,4470.15,Tons
2014,268079,PISTACHIOS,103,Tehama,226,0.64,145,5689.66,Tons
2014,268079,PISTACHIOS,107,Tulare,45400,1.28,58100,6450,Tons
2014,268079,PISTACHIOS,991,Sum of Others,1088,0.62,677,10255.54,Tons
2014,268079,PISTACHIOS,999,State Total,258050,1.06,273372,6038.31,
2014,215399,PLUMCOTS,19,Fresno,1060,5.05,5350,1182.99,Tons
2014,215399,PLUMCOTS,991,Sum of Others,177,5.19,919,2220.89,Tons
2014,215399,PLUMCOTS,999,State Total,1237,5.07,6269,1335.14,
2014,215199,PLUMS,13,Contra Costa,27,4.19,113,5247.79,Tons
2014,215199,PLUMS,17,El Dorado,52,3.58,186,3139.78,Tons
2014,215199,PLUMS,19,Fresno,10800,9.72,105000,1093,Tons
2014,215199,PLUMS,29,Kern,57,9.3,530,1216.98,Tons
2014,215199,PLUMS,31,Kings,2030,8.92,18100,1237.51,Tons
2014,215199,PLUMS,107,Tulare,9260,7.79,72100,1420,Tons
2014,215199,PLUMS,991,Sum of Others,373,3.97,1479,2473.23,Tons
2014,215199,PLUMS,999,State Total,22599,8.74,197508,1240.59,
2014,215999,PLUMS DRIED,7,Butte,7060,2.32,16400,2497.26,Tons
2014,215999,PLUMS DRIED,11,Colusa,946,1.9,1800,2494.44,Tons
2014,215999,PLUMS DRIED,19,Fresno,1730,1.75,3020,2326.16,Tons
2014,215999,PLUMS DRIED,21,Glenn,5760,2.6,15000,1697.27,Tons
2014,215999,PLUMS DRIED,39,Madera,890,1.55,1380,2347.1,Tons
2014,215999,PLUMS DRIED,47,Merced,1410,2.83,3990,1084.71,Tons
2014,215999,PLUMS DRIED,61,Placer,48,0.71,34,1558.82,Tons
2014,215999,PLUMS DRIED,95,Solano,877,2.79,2450,2082.04,Tons
2014,215999,PLUMS DRIED,101,Sutter,18400,2.39,43900,2450.55,Tons
2014,215999,PLUMS DRIED,103,Tehama,6340,1.11,7040,2592.33,Tons
2014,215999,PLUMS DRIED,107,Tulare,3440,1.16,3990,2250.13,Tons
2014,215999,PLUMS DRIED,113,Yolo,1820,2.35,4280,2283.41,Tons
2014,215999,PLUMS DRIED,115,Yuba,7580,2.8,21200,2203.35,Tons
2014,215999,PLUMS DRIED,991,Sum of Others,40,1.65,66,2045.45,Tons
2014,215999,PLUMS DRIED,999,State Total,56341,2.21,124550,2264.76,
2014,218399,POMEGRANATES,19,Fresno,4700,7.68,36100,577.29,Tons
2014,218399,POMEGRANATES,65,Riverside,26,7,182,802.2,Tons
2014,218399,POMEGRANATES,107,Tulare,5650,1.09,6160,987.01,Tons
2014,218399,POMEGRANATES,991,Sum of Others,14760,4.87,71920,1252.5,Tons
2014,218399,POMEGRANATES,999,State Total,25136,4.55,114362,1024.34,
2014,391999,POTATOES ALL,25,Imperial,2340,22.74,53200,219.23,Tons
2014,391999,POTATOES ALL,29,Kern,13500,27.63,373000,227.21,Tons
2014,391999,POTATOES ALL,65,Riverside,4070,22.8,92800,264.42,Tons
2014,391999,POTATOES ALL,73,San Diego,294,15.75,4630,37.15,Tons
2014,391999,POTATOES ALL,77,San Joaquin,3740,19.41,72600,552,Tons
2014,391999,POTATOES ALL,93,Siskiyou,4420,22.44,99200,128.29,Tons
2014,391999,POTATOES ALL,991,Sum of Others,1200,20,24001,240.39,Tons
2014,391999,POTATOES ALL,999,State Total,29564,24.33,719431,249.77,
2014,392999,POTATOES SWEET,47,Merced,17600,15,264000,821.98,Tons
2014,392999,POTATOES SWEET,99,Stanislaus,1270,16.06,20400,750,Tons
2014,392999,POTATOES SWEET,991,Sum of Others,704,29.83,21000,535.14,Tons
2014,392999,POTATOES SWEET,999,State Total,19574,15.6,305400,797.45,
2014,699999,POULTRY UNSPECIFIED,9,Calaveras,,,,,
2014,699999,POULTRY UNSPECIFIED,39,Madera,,,,,
2014,699999,POULTRY UNSPECIFIED,41,Marin,,,,,
2014,699999,POULTRY UNSPECIFIED,47,Merced,,,,,
2014,699999,POULTRY UNSPECIFIED,67,Sacramento,,,,,
2014,699999,POULTRY UNSPECIFIED,97,Sonoma,,,,,
2014,699999,POULTRY UNSPECIFIED,107,Tulare,,,,,
2014,699999,POULTRY UNSPECIFIED,111,Ventura,,,,,
2014,699999,POULTRY UNSPECIFIED,991,Sum of Others,,,,,
2014,699999,POULTRY UNSPECIFIED,999,State Total,,,,,
2014,366999,PUMPKINS,71,San Bernardino,240,1.79,429,531.47,Tons
2014,366999,PUMPKINS,77,San Joaquin,3140,17.61,55300,360,Tons
2014,366999,PUMPKINS,81,San Mateo,175,5,875,584,Tons
2014,366999,PUMPKINS,85,Santa Clara,205,20.78,4260,258.22,Tons
2014,366999,PUMPKINS,99,Stanislaus,288,17.64,5080,360.04,Tons
2014,366999,PUMPKINS,111,Ventura,155,15.03,2330,340.34,Tons
2014,366999,PUMPKINS,991,Sum of Others,137,12.14,1663,343.9,Tons
2014,366999,PUMPKINS,999,State Total,4340,16.11,69937,356.62,
2014,218499,QUINCE,107,Tulare,86,6.65,572,2000,Tons
2014,218499,QUINCE,991,Sum of Others,26,10.23,266,2034.96,Tons
2014,218499,QUINCE,999,State Total,112,7.48,838,2011.1,
2014,462999,RABBITS,991,Sum of Others,,,,,
2014,462999,RABBITS,999,State Total,,,,,
2014,318999,RADICCHIO,991,Sum of Others,80,6.58,526,1522.81,Tons
2014,318999,RADICCHIO,999,State Total,80,6.58,526,1522.81,
2014,367999,RADISHES,53,Monterey,166,15,2490,504.82,Tons
2014,367999,RADISHES,65,Riverside,353,19.72,6960,354.74,Tons
2014,367999,RADISHES,111,Ventura,999,16.32,16300,578.83,Tons
2014,367999,RADISHES,991,Sum of Others,203,17.79,3612,339.7,Tons
2014,367999,RADISHES,999,State Total,1721,17.06,29362,490.02,
2014,306999,RAPPINI,991,Sum of Others,1360,2.75,3740,3500,Tons
2014,306999,RAPPINI,999,State Total,1360,2.75,3740,3500,
2014,368999,RHUBARB,991,Sum of Others,,,,,Tons
2014,368999,RHUBARB,999,State Total,,,,,
2014,106199,RICE MILLING,7,Butte,77800,4.4,342000,441.41,Tons
2014,106199,RICE MILLING,11,Colusa,111000,4.53,503000,440.3,Tons
2014,106199,RICE MILLING,21,Glenn,73300,4.6,337000,420.33,Tons
2014,106199,RICE MILLING,61,Placer,13600,4.19,57000,419.14,Tons
2014,106199,RICE MILLING,67,Sacramento,8590,4.51,38700,424.34,Tons
2014,106199,RICE MILLING,77,San Joaquin,3400,4.74,16100,400,Tons
2014,106199,RICE MILLING,99,Stanislaus,903,4.74,4280,400,Tons
2014,106199,RICE MILLING,101,Sutter,75900,4.49,341000,418.76,Tons
2014,106199,RICE MILLING,113,Yolo,39300,4.22,166000,416.88,Tons
2014,106199,RICE MILLING,115,Yuba,39000,4.26,166000,379.31,Tons
2014,106199,RICE MILLING,991,Sum of Others,4188,2.94,12310,711.37,Tons
2014,106199,RICE MILLING,999,State Total,446981,4.44,1983390,426.68,
2014,171069,RICE SEED,7,Butte,4400,4.55,20000,640.95,Tons
2014,171069,RICE SEED,11,Colusa,6160,4.46,27500,580.95,Tons
2014,171069,RICE SEED,21,Glenn,1760,4.4,7740,419.77,Tons
2014,171069,RICE SEED,101,Sutter,3180,4.4,14000,440.71,Tons
2014,171069,RICE SEED,999,State Total,15500,4.47,69240,551.91,
2014,198199,RICE WILD,35,Lassen,1710,0.67,1150,1444.35,Tons
2014,198199,RICE WILD,89,Shasta,5600,0.76,4230,1639.24,Tons
2014,198199,RICE WILD,101,Sutter,1150,1.08,1240,1843.55,Tons
2014,198199,RICE WILD,999,State Total,8460,0.78,6620,1643.66,
2014,370999,RUTABAGAS,991,Sum of Others,36,10.33,372,520.43,Tons
2014,370999,RUTABAGAS,999,State Total,36,10.33,372,520.43,
2014,104999,RYE GRAIN,67,Sacramento,4860,1.8,8740,126.77,Tons
2014,104999,RYE GRAIN,93,Siskiyou,3660,0.75,2750,349.45,Tons
2014,104999,RYE GRAIN,991,Sum of Others,600,3.97,2380,277.31,Tons
2014,104999,RYE GRAIN,999,State Total,9120,1.52,13870,196.76,
2014,171049,RYE SEED,93,Siskiyou,175,1.5,263,299.62,Tons
2014,171049,RYE SEED,999,State Total,175,1.5,263,299.62,
2014,158269,SAFFLOWER,7,Butte,92,1.1,101,490.1,Tons
2014,158269,SAFFLOWER,11,Colusa,1060,1.18,1250,496,Tons
2014,158269,SAFFLOWER,67,Sacramento,1590,1.4,2230,493.27,Tons
2014,158269,SAFFLOWER,77,San Joaquin,3170,1.57,4980,520.08,Tons
2014,158269,SAFFLOWER,95,Solano,2640,0.97,2560,521.09,Tons
2014,158269,SAFFLOWER,101,Sutter,2120,1.18,2500,498,Tons
2014,158269,SAFFLOWER,113,Yolo,7170,1,7170,505.58,Tons
2014,158269,SAFFLOWER,991,Sum of Others,5963,1.59,9508,485.45,Tons
2014,158269,SAFFLOWER,999,State Total,23805,1.27,30299,500.98,
2014,171582,SAFFLOWER SEED PLANTING,101,Sutter,455,0.9,410,539.02,Tons
2014,171582,SAFFLOWER SEED PLANTING,999,State Total,455,0.9,410,539.02,
2014,394199,SALAD GREENS MISC.,25,Imperial,3230,3.25,10500,1229.52,Tons
2014,394199,SALAD GREENS MISC.,53,Monterey,8060,9.78,78800,1120,Tons
2014,394199,SALAD GREENS MISC.,85,Santa Clara,620,5.81,3600,1322.5,Tons
2014,394199,SALAD GREENS MISC.,991,Sum of Others,1127,5.31,5982,2212.5,Tons
2014,394199,SALAD GREENS MISC.,999,State Total,13037,7.58,98882,1205.09,
2014,172119,SEED ALFALFA,19,Fresno,7930,0.38,3040,6233.88,Tons
2014,172119,SEED ALFALFA,25,Imperial,32300,0.26,8510,6021.03,Tons
2014,172119,SEED ALFALFA,35,Lassen,203,0.2,40,437.5,Tons
2014,172119,SEED ALFALFA,991,Sum of Others,840,0.39,331,5425.98,Tons
2014,172119,SEED ALFALFA,999,State Total,41273,0.29,11921,6040.06,
2014,173079,SEED BERMUDA GRASS,25,Imperial,19000,0.22,4160,7672.36,Tons
2014,173079,SEED BERMUDA GRASS,999,State Total,19000,0.22,4160,7672.36,
2014,172289,SEED CLOVER UNSPECIFIED,67,Sacramento,1270,0.27,343,3994.17,
2014,172289,SEED CLOVER UNSPECIFIED,999,State Total,1270,0.27,343,3994.17,
2014,173999,SEED GRASS UNSPECIFIED,113,Yolo,699,,,,
2014,173999,SEED GRASS UNSPECIFIED,999,State Total,699,,,,
2014,178999,SEED OTHER (NO FLOWERS),113,Yolo,6890,,,,
2014,178999,SEED OTHER (NO FLOWERS),999,State Total,6890,,,,
2014,173669,SEED SUDAN GRASS,67,Sacramento,923,1.17,1080,1037.96,Tons
2014,173669,SEED SUDAN GRASS,991,Sum of Others,758,,,,Tons
2014,173669,SEED SUDAN GRASS,999,State Total,1681,1.17,1080,1037.96,
2014,171959,SEED VEGETABLE & VINECROP,11,Colusa,7230,,,,
2014,171959,SEED VEGETABLE & VINECROP,19,Fresno,1570,,,,
2014,171959,SEED VEGETABLE & VINECROP,21,Glenn,1670,,,,
2014,171959,SEED VEGETABLE & VINECROP,25,Imperial,696,,,,
2014,171959,SEED VEGETABLE & VINECROP,29,Kern,1030,,,,
2014,171959,SEED VEGETABLE & VINECROP,83,Santa Barbara,668,,,,
2014,171959,SEED VEGETABLE & VINECROP,85,Santa Clara,442,,,,
2014,171959,SEED VEGETABLE & VINECROP,95,Solano,218,,,,
2014,171959,SEED VEGETABLE & VINECROP,101,Sutter,1950,,,,
2014,171959,SEED VEGETABLE & VINECROP,991,Sum of Others,873,,,,
2014,171959,SEED VEGETABLE & VINECROP,999,State Total,16347,,,,
2014,174699,SEED VETCH,991,Sum of Others,2520,0.17,428,747.66,Tons
2014,174699,SEED VETCH,999,State Total,2520,0.17,428,747.66,
2014,411999,SHEEP,59,Orange,,,,,
2014,411999,SHEEP,63,Plumas,,,,,
2014,411999,SHEEP,93,Siskiyou,,,,,
2014,411999,SHEEP,991,Sum of Others,,,,,
2014,411999,SHEEP,999,State Total,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,5,Amador,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,7,Butte,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,9,Calaveras,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,11,Colusa,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,15,Del Norte,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,21,Glenn,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,23,Humboldt,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,27,Inyo,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,29,Kern,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,35,Lassen,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,41,Marin,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,45,Mendocino,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,47,Merced,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,51,Mono,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,53,Monterey,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,55,Napa,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,57,Nevada,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,61,Placer,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,65,Riverside,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,73,San Diego,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,77,San Joaquin,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,89,Shasta,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,95,Solano,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,97,Sonoma,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,99,Stanislaus,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,101,Sutter,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,103,Tehama,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,109,Tuolumne,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,113,Yolo,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,115,Yuba,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,991,Sum of Others,,,,,
2014,419999,SHEEP & LAMBS UNSPECIFIED,999,State Total,,,,,
2014,414199,SHEEP BREEDING STOCK,991,Sum of Others,,,,,
2014,414199,SHEEP BREEDING STOCK,999,State Total,,,,,
2014,412999,SHEEP LAMBS,93,Siskiyou,,,,,
2014,412999,SHEEP LAMBS,107,Tulare,,,,,
2014,412999,SHEEP LAMBS,991,Sum of Others,,,,,
2014,412999,SHEEP LAMBS,999,State Total,,,,,
2014,414499,SHEEP LAMBS FEEDLOT FAT,19,Fresno,,,,,
2014,414499,SHEEP LAMBS FEEDLOT FAT,25,Imperial,,,,,
2014,414499,SHEEP LAMBS FEEDLOT FAT,999,State Total,,,,,
2014,195199,SILAGE,19,Fresno,8960,18.19,163000,55,Tons
2014,195199,SILAGE,29,Kern,85000,19.2,1632000,49.84,Tons
2014,195199,SILAGE,31,Kings,56700,16.05,910000,51.44,Tons
2014,195199,SILAGE,39,Madera,18200,15.99,291000,40.2,Tons
2014,195199,SILAGE,41,Marin,1440,9.86,14200,44.86,Tons
2014,195199,SILAGE,47,Merced,85500,15.85,1355000,43.43,Tons
2014,195199,SILAGE,67,Sacramento,3670,12.72,46700,28.37,Tons
2014,195199,SILAGE,77,San Joaquin,112000,13.72,1537000,41,Tons
2014,195199,SILAGE,97,Sonoma,4480,10.25,45900,33.97,Tons
2014,195199,SILAGE,99,Stanislaus,53400,18.45,985000,45,Tons
2014,195199,SILAGE,103,Tehama,792,28.03,22200,37.97,Tons
2014,195199,SILAGE,107,Tulare,75100,22.96,1724000,54.71,Tons
2014,195199,SILAGE,991,Sum of Others,6252,12.78,79918,56.49,Tons
2014,195199,SILAGE,999,State Total,511494,17.22,8805918,47.49,
2014,114991,SORGHUM GRAIN,991,Sum of Others,10760,6.5,69900,74.45,Tons
2014,114991,SORGHUM GRAIN,999,State Total,10760,6.5,69900,74.45,
2014,114992,SORGHUM SILAGE,31,Kings,13100,16.18,212000,49.32,Tons
2014,114992,SORGHUM SILAGE,65,Riverside,1150,14.96,17200,60.17,Tons
2014,114992,SORGHUM SILAGE,71,San Bernardino,2100,35.71,75000,46.67,Tons
2014,114992,SORGHUM SILAGE,991,Sum of Others,4652,16.46,76583,58.43,Tons
2014,114992,SORGHUM SILAGE,999,State Total,21002,18.13,380783,51.12,
2014,398599,SPICES AND HERBS,53,Monterey,89,7.52,669,2690.58,Tons
2014,398599,SPICES AND HERBS,65,Riverside,1160,7.28,8440,1239.57,Tons
2014,398599,SPICES AND HERBS,71,San Bernardino,53,4.13,219,5474.89,Tons
2014,398599,SPICES AND HERBS,73,San Diego,401,11,4410,4551.02,Tons
2014,398599,SPICES AND HERBS,991,Sum of Others,206,7.33,1511,1544.29,Tons
2014,398599,SPICES AND HERBS,999,State Total,1909,7.99,15249,2351.92,
2014,374189,SPINACH FOOD SERVICE,53,Monterey,12500,10.16,127000,1090,Tons
2014,374189,SPINACH FOOD SERVICE,999,State Total,12500,10.16,127000,1090,
2014,374199,SPINACH FRESH MARKET,53,Monterey,1510,10.2,15400,1260,Tons
2014,374199,SPINACH FRESH MARKET,991,Sum of Others,98,3.1,304,1503.29,Tons
2014,374199,SPINACH FRESH MARKET,999,State Total,1608,9.77,15704,1264.71,
2014,374299,SPINACH PROCESSING,991,Sum of Others,110,6.08,669,696.56,Tons
2014,374299,SPINACH PROCESSING,999,State Total,110,6.08,669,696.56,
2014,374999,SPINACH UNSPECIFIED,25,Imperial,6630,5.25,34800,1638.22,Tons
2014,374999,SPINACH UNSPECIFIED,65,Riverside,1430,7.34,10500,1154.1,Tons
2014,374999,SPINACH UNSPECIFIED,69,San Benito,3430,4.14,14200,2202.89,Tons
2014,374999,SPINACH UNSPECIFIED,83,Santa Barbara,1450,8.34,12100,1025.21,Tons
2014,374999,SPINACH UNSPECIFIED,85,Santa Clara,922,9.4,8670,895.62,Tons
2014,374999,SPINACH UNSPECIFIED,111,Ventura,1260,8.25,10400,1090.48,Tons
2014,374999,SPINACH UNSPECIFIED,991,Sum of Others,121,8.02,970,673.51,Tons
2014,374999,SPINACH UNSPECIFIED,999,State Total,15243,6.01,91640,1446.68,
2014,396999,SPROUTS ALFALFA & BEAN,991,Sum of Others,,,,,Tons
2014,396999,SPROUTS ALFALFA & BEAN,999,State Total,,,,,
2014,375999,SQUASH,13,Contra Costa,61,5.92,361,991.69,Tons
2014,375999,SQUASH,19,Fresno,750,17.07,12800,957.97,Tons
2014,375999,SQUASH,53,Monterey,247,10.93,2700,592.96,Tons
2014,375999,SQUASH,65,Riverside,404,10.5,4240,692.45,Tons
